State,Date,Number of Cases,Number of Deaths
Illinois,2020-08-23,222292,8114
Illinois,2020-08-22,220459,8107
Illinois,2020-08-21,218111,8086
Illinois,2020-08-20,215889,8064
Illinois,2020-08-19,213888,8037
Illinois,2020-08-18,211806,8017
Illinois,2020-08-17,209942,7990
Illinois,2020-08-16,208068,7973
Illinois,2020-08-15,206505,7959
Illinois,2020-08-14,204827,7953
Illinois,2020-08-13,202577,7934
Illinois,2020-08-12,200648,7907
Illinois,2020-08-11,198919,7879
Illinois,2020-08-10,197326,7854
Illinois,2020-08-09,195897,7852
Illinois,2020-08-08,194531,7846
Illinois,2020-08-07,192482,7833
Illinois,2020-08-06,190465,7796
Illinois,2020-08-05,188474,7776
Illinois,2020-08-04,186598,7747
Illinois,2020-08-03,185238,7728
Illinois,2020-08-02,183714,7718
Illinois,2020-08-01,182232,7707
Illinois,2020-07-31,180701,7703
Illinois,2020-07-30,178832,7677
Illinois,2020-07-29,176967,7661
Illinois,2020-07-28,175588,7645
Illinois,2020-07-27,174442,7619
Illinois,2020-07-26,173079,7595
Illinois,2020-07-25,171669,7593
Illinois,2020-07-24,170376,7580
Illinois,2020-07-23,168766,7563
Illinois,2020-07-22,167142,7544
Illinois,2020-07-21,165534,7521
Illinois,2020-07-20,164552,7500
Illinois,2020-07-19,163284,7491
Illinois,2020-07-18,162299,7486
Illinois,2020-07-17,161042,7468
Illinois,2020-07-16,159676,7457
Illinois,2020-07-15,158451,7435
Illinois,2020-07-14,157055,7425
Illinois,2020-07-13,156288,7398
Illinois,2020-07-12,155355,7391
Illinois,2020-07-11,154530,7372
Illinois,2020-07-10,153406,7349
Illinois,2020-07-09,152188,7333
Illinois,2020-07-08,151055,7315
Illinois,2020-07-07,150110,7281
Illinois,2020-07-06,149428,7250
Illinois,2020-07-05,148730,7241
Illinois,2020-07-04,148151,7234
Illinois,2020-07-03,147293,7222
Illinois,2020-07-02,146407,7197
Illinois,2020-07-01,145541,7160
Illinois,2020-06-30,144661,7136
Illinois,2020-06-29,143885,7115
Illinois,2020-06-28,143117,7098
Illinois,2020-06-27,142536,7083
Illinois,2020-06-26,141812,7059
Illinois,2020-06-25,140935,7024
Illinois,2020-06-24,140025,6986
Illinois,2020-06-23,139282,6925
Illinois,2020-06-22,138615,6889
Illinois,2020-06-21,138154,6865
Illinois,2020-06-20,137535,6846
Illinois,2020-06-19,136917,6801
Illinois,2020-06-18,136081,6737
Illinois,2020-06-17,135416,6687
Illinois,2020-06-16,134866,6608
Illinois,2020-06-15,134247,6543
Illinois,2020-06-14,133719,6512
Illinois,2020-06-13,133117,6491
Illinois,2020-06-12,132489,6469
Illinois,2020-06-11,131731,6388
Illinois,2020-06-10,130889,6302
Illinois,2020-06-09,130321,6237
Illinois,2020-06-08,129543,6142
Illinois,2020-06-07,128070,5939
Illinois,2020-06-06,127251,5898
Illinois,2020-06-05,126317,5834
Illinois,2020-06-04,125149,5772
Illinois,2020-06-03,124279,5665
Illinois,2020-06-02,123244,5567
Illinois,2020-06-01,121666,5458
Illinois,2020-05-31,120588,5426
Illinois,2020-05-30,119290,5368
Illinois,2020-05-29,117794,5308
Illinois,2020-05-28,116128,5225
Illinois,2020-05-27,114612,5118
Illinois,2020-05-26,113486,4960
Illinois,2020-05-25,112248,4912
Illinois,2020-05-24,110541,4884
Illinois,2020-05-23,108100,4817
Illinois,2020-05-22,105710,4740
Illinois,2020-05-21,102995,4634
Illinois,2020-05-20,100713,4547
Illinois,2020-05-19,98298,4399
Illinois,2020-05-18,96778,4257
Illinois,2020-05-17,94360,4198
Illinois,2020-05-16,92669,4149
Illinois,2020-05-15,90528,4075
Illinois,2020-05-14,88081,3945
Illinois,2020-05-13,84874,3815
Illinois,2020-05-12,83168,3617
Illinois,2020-05-11,79123,3480
Illinois,2020-05-10,77662,3426
Illinois,2020-05-09,76008,3362
Illinois,2020-05-08,73688,3262
Illinois,2020-05-07,70802,3139
Illinois,2020-05-06,68164,2977
Illinois,2020-05-05,65889,2843
Illinois,2020-05-04,63840,2673
Illinois,2020-05-03,61499,2632
Illinois,2020-05-02,58505,2576
Illinois,2020-05-01,56055,2464
Illinois,2020-04-30,52918,2361
Illinois,2020-04-29,50355,2221
Illinois,2020-04-28,48102,2132
Illinois,2020-04-27,45883,1992
Illinois,2020-04-26,43903,1943
Illinois,2020-04-25,41777,1884
Illinois,2020-04-24,39658,1804
Illinois,2020-04-23,36935,1696
Illinois,2020-04-22,35108,1577
Illinois,2020-04-21,33059,1479
Illinois,2020-04-20,31508,1359
Illinois,2020-04-19,30357,1302
Illinois,2020-04-18,29160,1272
Illinois,2020-04-17,27575,1142
Illinois,2020-04-16,25734,1081
Illinois,2020-04-15,24593,958
Illinois,2020-04-14,23247,878
Illinois,2020-04-13,22025,800
Illinois,2020-04-12,20852,727
Illinois,2020-04-11,19180,682
Illinois,2020-04-10,17887,607
Illinois,2020-04-09,16422,534
Illinois,2020-04-08,15078,464
Illinois,2020-04-07,13549,384
Illinois,2020-04-06,12262,309
Illinois,2020-04-05,11276,283
Illinois,2020-04-04,10357,248
Illinois,2020-04-03,8904,212
Illinois,2020-04-02,7695,165
Illinois,2020-04-01,6978,146
Illinois,2020-03-31,5992,107
Illinois,2020-03-30,5070,84
Illinois,2020-03-29,4615,71
Illinois,2020-03-28,3547,50
Illinois,2020-03-27,3029,37
Illinois,2020-03-26,2538,26
Illinois,2020-03-25,1874,21
Illinois,2020-03-24,1535,16
Illinois,2020-03-23,1285,12
Illinois,2020-03-22,1047,9
Illinois,2020-03-21,751,6
Illinois,2020-03-20,583,5
Illinois,2020-03-19,420,4
Illinois,2020-03-18,286,1
Illinois,2020-03-17,159,1
Illinois,2020-03-16,104,0
Illinois,2020-03-15,94,0
Illinois,2020-03-14,66,0
Illinois,2020-03-13,46,0
Illinois,2020-03-12,32,0
Illinois,2020-03-11,25,0
Illinois,2020-03-10,19,0
Illinois,2020-03-09,11,0
Illinois,2020-03-08,7,0
Illinois,2020-03-07,6,0
Illinois,2020-03-06,6,0
Illinois,2020-03-05,5,0
Illinois,2020-03-04,4,0
Illinois,2020-03-03,4,0
Illinois,2020-03-02,4,0
Illinois,2020-03-01,3,0
Illinois,2020-02-29,3,0
Illinois,2020-02-28,2,0
Illinois,2020-02-27,2,0
Illinois,2020-02-26,2,0
Illinois,2020-02-25,2,0
Illinois,2020-02-24,2,0
Illinois,2020-02-23,2,0
Illinois,2020-02-22,2,0
Illinois,2020-02-21,2,0
Illinois,2020-02-20,2,0
Illinois,2020-02-19,2,0
Illinois,2020-02-18,2,0
Illinois,2020-02-17,2,0
Illinois,2020-02-16,2,0
Illinois,2020-02-15,2,0
Illinois,2020-02-14,2,0
Illinois,2020-02-13,2,0
Illinois,2020-02-12,2,0
Illinois,2020-02-11,2,0
Illinois,2020-02-10,2,0
Illinois,2020-02-09,2,0
Illinois,2020-02-08,2,0
Illinois,2020-02-07,2,0
Illinois,2020-02-06,2,0
Illinois,2020-02-05,2,0
Illinois,2020-02-04,2,0
Illinois,2020-02-03,2,0
Illinois,2020-02-02,2,0
Illinois,2020-02-01,2,0
Illinois,2020-01-31,2,0
Illinois,2020-01-30,2,0
Illinois,2020-01-29,1,0
Illinois,2020-01-28,1,0
Illinois,2020-01-27,1,0
Illinois,2020-01-26,1,0
Illinois,2020-01-25,1,0
Illinois,2020-01-24,1,0
Idaho,2021-03-21,177501,1944
Idaho,2021-03-20,177501,1944
Idaho,2021-03-19,177292,1944
Idaho,2021-03-18,176910,1940
Idaho,2021-03-17,176589,1937
Idaho,2021-03-16,176133,1931
Idaho,2021-03-15,175774,1918
Idaho,2021-03-14,175305,1913
Idaho,2021-03-13,175305,1913
Idaho,2021-03-12,175068,1912
Idaho,2021-03-11,174729,1909
Idaho,2021-03-10,174381,1903
Idaho,2021-03-09,173922,1894
Idaho,2021-03-08,173523,1893
Idaho,2021-03-07,173011,1882
Idaho,2021-03-06,173011,1882
Idaho,2021-03-05,172929,1880
Idaho,2021-03-04,172721,1879
Idaho,2021-03-03,172442,1879
Idaho,2021-03-02,172031,1874
Idaho,2021-03-01,171618,1869
Idaho,2021-02-28,171209,1862
Idaho,2021-02-27,171209,1862
Idaho,2021-02-26,171071,1862
Idaho,2021-02-25,170735,1855
Idaho,2021-02-24,170351,1842
Idaho,2021-02-23,170013,1842
Idaho,2021-02-22,169723,1828
Idaho,2021-02-21,169229,1829
Idaho,2021-02-20,169229,1829
Idaho,2021-02-19,169084,1829
Idaho,2021-02-18,168783,1828
Idaho,2021-02-17,168503,1819
Idaho,2021-02-16,168097,1808
Idaho,2021-02-15,167566,1805
Idaho,2021-02-14,167566,1805
Idaho,2021-02-13,167566,1805
Idaho,2021-02-12,167350,1801
Idaho,2021-02-11,167026,1793
Idaho,2021-02-10,166656,1793
Idaho,2021-02-09,166241,1782
Idaho,2021-02-08,165826,1778
Idaho,2021-02-07,165259,1769
Idaho,2021-02-06,165259,1769
Idaho,2021-02-05,165058,1760
Idaho,2021-02-04,164696,1749
Idaho,2021-02-03,164257,1750
Idaho,2021-02-02,163781,1743
Idaho,2021-02-01,163291,1737
Idaho,2021-01-31,162762,1727
Idaho,2021-01-30,162762,1727
Idaho,2021-01-29,162482,1727
Idaho,2021-01-28,161863,1724
Idaho,2021-01-27,161369,1716
Idaho,2021-01-26,160727,1691
Idaho,2021-01-25,160182,1687
Idaho,2021-01-24,159581,1671
Idaho,2021-01-23,159406,1670
Idaho,2021-01-22,159000,1669
Idaho,2021-01-21,158400,1658
Idaho,2021-01-20,157745,1637
Idaho,2021-01-19,157069,1639
Idaho,2021-01-18,155641,1609
Idaho,2021-01-17,155617,1609
Idaho,2021-01-16,155357,1607
Idaho,2021-01-15,154785,1606
Idaho,2021-01-14,153506,1593
Idaho,2021-01-13,152560,1576
Idaho,2021-01-12,151474,1563
Idaho,2021-01-11,150557,1552
Idaho,2021-01-10,149742,1536
Idaho,2021-01-09,149316,1530
Idaho,2021-01-08,148578,1526
Idaho,2021-01-07,147500,1519
Idaho,2021-01-06,146322,1495
Idaho,2021-01-05,145134,1474
Idaho,2021-01-04,143833,1462
Idaho,2021-01-03,142568,1451
Idaho,2021-01-02,142290,1451
Idaho,2021-01-01,141388,1438
Idaho,2020-12-31,141388,1438
Idaho,2020-12-30,140150,1409
Idaho,2020-12-29,138909,1396
Idaho,2020-12-28,137449,1381
Idaho,2020-12-27,136281,1357
Idaho,2020-12-26,135886,1357
Idaho,2020-12-25,135383,1353
Idaho,2020-12-24,135383,1353
Idaho,2020-12-23,134258,1343
Idaho,2020-12-22,132950,1317
Idaho,2020-12-21,131468,1305
Idaho,2020-12-20,130039,1284
Idaho,2020-12-19,129334,1280
Idaho,2020-12-18,128498,1280
Idaho,2020-12-17,127224,1266
Idaho,2020-12-16,125834,1247
Idaho,2020-12-15,124286,1219
Idaho,2020-12-14,122679,1199
Idaho,2020-12-13,121243,1179
Idaho,2020-12-12,120703,1173
Idaho,2020-12-11,119934,1169
Idaho,2020-12-10,118352,1145
Idaho,2020-12-09,116677,1124
Idaho,2020-12-08,114411,1081
Idaho,2020-12-07,112433,1062
Idaho,2020-12-06,110553,1040
Idaho,2020-12-05,109764,1037
Idaho,2020-12-04,108741,1037
Idaho,2020-12-03,106882,1023
Idaho,2020-12-02,105250,1002
Idaho,2020-12-01,103642,966
Idaho,2020-11-30,102158,937
Idaho,2020-11-29,100758,925
Idaho,2020-11-28,99984,919
Idaho,2020-11-27,99148,914
Idaho,2020-11-26,97007,901
Idaho,2020-11-25,97007,901
Idaho,2020-11-24,95588,881
Idaho,2020-11-23,93602,869
Idaho,2020-11-22,91935,852
Idaho,2020-11-21,91312,851
Idaho,2020-11-20,90346,849
Idaho,2020-11-19,88642,838
Idaho,2020-11-18,87020,815
Idaho,2020-11-17,85383,803
Idaho,2020-11-16,83906,773
Idaho,2020-11-15,82545,763
Idaho,2020-11-14,81625,763
Idaho,2020-11-13,80440,756
Idaho,2020-11-12,78877,753
Idaho,2020-11-11,77536,738
Idaho,2020-11-10,76010,720
Idaho,2020-11-09,74713,704
Idaho,2020-11-08,73212,691
Idaho,2020-11-07,72528,685
Idaho,2020-11-06,71496,685
Idaho,2020-11-05,70005,673
Idaho,2020-11-04,68791,665
Idaho,2020-11-03,67504,649
Idaho,2020-11-02,66249,641
Idaho,2020-11-01,65272,631
Idaho,2020-10-31,64797,630
Idaho,2020-10-30,64175,627
Idaho,2020-10-29,63195,618
Idaho,2020-10-28,62197,600
Idaho,2020-10-27,61282,588
Idaho,2020-10-26,60400,582
Idaho,2020-10-25,59344,574
Idaho,2020-10-24,58964,573
Idaho,2020-10-23,58083,568
Idaho,2020-10-22,56944,560
Idaho,2020-10-21,55922,551
Idaho,2020-10-20,55153,541
Idaho,2020-10-19,54123,535
Idaho,2020-10-18,53092,532
Idaho,2020-10-17,52582,532
Idaho,2020-10-16,52234,529
Idaho,2020-10-15,51471,521
Idaho,2020-10-14,50534,520
Idaho,2020-10-13,49987,514
Idaho,2020-10-12,48663,511
Idaho,2020-10-11,48155,508
Idaho,2020-10-10,47927,508
Idaho,2020-10-09,47674,506
Idaho,2020-10-08,46848,504
Idaho,2020-10-07,46233,502
Idaho,2020-10-06,45487,494
Idaho,2020-10-05,44832,487
Idaho,2020-10-04,43964,482
Idaho,2020-10-03,43702,480
Idaho,2020-10-02,43528,478
Idaho,2020-10-01,42915,473
Idaho,2020-09-30,42549,469
Idaho,2020-09-29,41854,466
Idaho,2020-09-28,41386,460
Idaho,2020-09-27,40501,460
Idaho,2020-09-26,40411,460
Idaho,2020-09-25,40228,458
Idaho,2020-09-24,39547,458
Idaho,2020-09-23,39030,454
Idaho,2020-09-22,38676,452
Idaho,2020-09-21,38196,447
Idaho,2020-09-20,37768,443
Idaho,2020-09-19,37624,441
Idaho,2020-09-18,37358,439
Idaho,2020-09-17,36924,435
Idaho,2020-09-16,36594,430
Idaho,2020-09-15,36306,425
Idaho,2020-09-14,35984,420
Idaho,2020-09-13,35693,416
Idaho,2020-09-12,35588,416
Idaho,2020-09-11,35354,415
Idaho,2020-09-10,35027,407
Idaho,2020-09-09,34707,406
Idaho,2020-09-08,34461,390
Idaho,2020-09-07,34153,387
Idaho,2020-09-06,34053,387
Idaho,2020-09-05,33884,386
Idaho,2020-09-04,33628,386
Idaho,2020-09-03,33361,375
Idaho,2020-09-02,33059,374
Idaho,2020-09-01,32703,370
Idaho,2020-08-31,32256,364
Idaho,2020-08-30,32034,360
Idaho,2020-08-29,31874,359
Idaho,2020-08-28,31643,357
Idaho,2020-08-27,31326,343
Idaho,2020-08-26,30968,337
Idaho,2020-08-25,30648,328
Idaho,2020-08-24,30260,315
Idaho,2020-08-23,29973,308
Idaho,2020-08-22,29808,307
Idaho,2020-08-21,29510,305
Idaho,2020-08-20,29252,299
Idaho,2020-08-19,28829,292
Idaho,2020-08-18,28486,283
Idaho,2020-08-17,28113,275
Idaho,2020-08-16,27794,269
Idaho,2020-08-15,27620,269
Idaho,2020-08-14,27312,267
Idaho,2020-08-13,26814,256
Idaho,2020-08-12,26280,251
Idaho,2020-08-11,25767,248
Idaho,2020-08-10,25267,239
Idaho,2020-08-09,24797,237
Idaho,2020-08-08,24593,236
Idaho,2020-08-07,24073,231
Idaho,2020-08-06,23510,227
Idaho,2020-08-05,22854,218
Idaho,2020-08-04,22357,214
Idaho,2020-08-03,21838,202
Idaho,2020-08-02,21465,197
Idaho,2020-08-01,21231,197
Idaho,2020-07-31,20853,193
Idaho,2020-07-30,20378,180
Idaho,2020-07-29,19810,176
Idaho,2020-07-28,19318,168
Idaho,2020-07-27,18836,159
Idaho,2020-07-26,18262,150
Idaho,2020-07-25,17920,150
Idaho,2020-07-24,17411,148
Idaho,2020-07-23,16862,142
Idaho,2020-07-22,16395,136
Idaho,2020-07-21,15899,127
Idaho,2020-07-20,15380,123
Idaho,2020-07-19,14960,120
Idaho,2020-07-18,14433,120
Idaho,2020-07-17,13879,119
Idaho,2020-07-16,13261,114
Idaho,2020-07-15,12599,111
Idaho,2020-07-14,11962,103
Idaho,2020-07-13,11531,102
Idaho,2020-07-12,10971,102
Idaho,2020-07-11,10584,102
Idaho,2020-07-10,10073,101
Idaho,2020-07-09,9598,101
Idaho,2020-07-08,9004,98
Idaho,2020-07-07,8582,94
Idaho,2020-07-06,8222,94
Idaho,2020-07-05,7799,94
Idaho,2020-07-04,7431,94
Idaho,2020-07-03,7034,94
Idaho,2020-07-02,6688,93
Idaho,2020-07-01,6379,92
Idaho,2020-06-30,6124,92
Idaho,2020-06-29,5770,91
Idaho,2020-06-28,5543,91
Idaho,2020-06-27,5319,92
Idaho,2020-06-26,5149,91
Idaho,2020-06-25,4869,91
Idaho,2020-06-24,4650,91
Idaho,2020-06-23,4412,90
Idaho,2020-06-22,4267,90
Idaho,2020-06-21,4025,90
Idaho,2020-06-20,4006,90
Idaho,2020-06-19,3871,90
Idaho,2020-06-18,3744,90
Idaho,2020-06-17,3634,89
Idaho,2020-06-16,3543,89
Idaho,2020-06-15,3472,89
Idaho,2020-06-14,3413,88
Idaho,2020-06-13,3399,87
Idaho,2020-06-12,3354,87
Idaho,2020-06-11,3303,86
Idaho,2020-06-10,3262,85
Idaho,2020-06-09,3226,85
Idaho,2020-06-08,3197,83
Idaho,2020-06-07,3153,83
Idaho,2020-06-06,3139,83
Idaho,2020-06-05,3111,83
Idaho,2020-06-04,3054,83
Idaho,2020-06-03,2990,83
Idaho,2020-06-02,2935,83
Idaho,2020-06-01,2908,83
Idaho,2020-05-31,2855,82
Idaho,2020-05-30,2840,82
Idaho,2020-05-29,2804,82
Idaho,2020-05-28,2770,82
Idaho,2020-05-27,2731,82
Idaho,2020-05-26,2699,81
Idaho,2020-05-25,2664,79
Idaho,2020-05-24,2650,79
Idaho,2020-05-23,2626,79
Idaho,2020-05-22,2595,79
Idaho,2020-05-21,2534,77
Idaho,2020-05-20,2506,77
Idaho,2020-05-19,2476,77
Idaho,2020-05-18,2455,74
Idaho,2020-05-17,2421,73
Idaho,2020-05-16,2419,73
Idaho,2020-05-15,2389,73
Idaho,2020-05-14,2352,72
Idaho,2020-05-13,2325,69
Idaho,2020-05-12,2294,69
Idaho,2020-05-11,2261,69
Idaho,2020-05-10,2232,67
Idaho,2020-05-09,2230,67
Idaho,2020-05-08,2205,67
Idaho,2020-05-07,2178,67
Idaho,2020-05-06,2158,67
Idaho,2020-05-05,2127,66
Idaho,2020-05-04,2106,64
Idaho,2020-05-03,2059,64
Idaho,2020-05-02,2061,64
Idaho,2020-05-01,2035,63
Idaho,2020-04-30,2016,63
Idaho,2020-04-29,1984,60
Idaho,2020-04-28,1952,60
Idaho,2020-04-27,1917,58
Idaho,2020-04-26,1897,56
Idaho,2020-04-25,1887,56
Idaho,2020-04-24,1870,54
Idaho,2020-04-23,1836,54
Idaho,2020-04-22,1802,54
Idaho,2020-04-21,1766,51
Idaho,2020-04-20,1736,48
Idaho,2020-04-19,1672,45
Idaho,2020-04-18,1668,44
Idaho,2020-04-17,1655,43
Idaho,2020-04-16,1609,41
Idaho,2020-04-15,1587,41
Idaho,2020-04-14,1538,39
Idaho,2020-04-13,1499,33
Idaho,2020-04-12,1457,27
Idaho,2020-04-11,1438,27
Idaho,2020-04-10,1425,25
Idaho,2020-04-09,1366,24
Idaho,2020-04-08,1232,19
Idaho,2020-04-07,1210,15
Idaho,2020-04-06,1170,13
Idaho,2020-04-05,1100,10
Idaho,2020-04-04,1076,10
Idaho,2020-04-03,1012,10
Idaho,2020-04-02,891,9
Idaho,2020-04-01,669,9
Idaho,2020-03-31,526,9
Idaho,2020-03-30,415,7
Idaho,2020-03-29,310,6
Idaho,2020-03-28,262,5
Idaho,2020-03-27,232,4
Idaho,2020-03-26,189,3
Idaho,2020-03-25,123,0
Idaho,2020-03-24,73,0
Idaho,2020-03-23,50,0
Idaho,2020-03-22,47,0
Idaho,2020-03-21,42,0
Idaho,2020-03-20,31,0
Idaho,2020-03-19,23,0
Idaho,2020-03-18,11,0
Idaho,2020-03-17,9,0
Idaho,2020-03-16,5,0
Idaho,2020-03-15,5,0
Idaho,2020-03-14,5,0
Idaho,2020-03-13,1,0
Hawaii,2021-03-21,28834,451
Hawaii,2021-03-20,28763,450
Hawaii,2021-03-19,28678,449
Hawaii,2021-03-18,28509,448
Hawaii,2021-03-17,28423,448
Hawaii,2021-03-16,28357,448
Hawaii,2021-03-15,28312,448
Hawaii,2021-03-14,28268,448
Hawaii,2021-03-13,28218,447
Hawaii,2021-03-12,28156,446
Hawaii,2021-03-11,27998,445
Hawaii,2021-03-10,27944,445
Hawaii,2021-03-09,27903,442
Hawaii,2021-03-08,27862,442
Hawaii,2021-03-07,27821,442
Hawaii,2021-03-06,27774,441
Hawaii,2021-03-05,27693,440
Hawaii,2021-03-04,27604,438
Hawaii,2021-03-03,27549,438
Hawaii,2021-03-02,27532,436
Hawaii,2021-03-01,27499,436
Hawaii,2021-02-28,27473,436
Hawaii,2021-02-27,27419,436
Hawaii,2021-02-26,27320,434
Hawaii,2021-02-25,27247,432
Hawaii,2021-02-24,27211,432
Hawaii,2021-02-23,27168,428
Hawaii,2021-02-22,27124,428
Hawaii,2021-02-21,27075,428
Hawaii,2021-02-20,27011,427
Hawaii,2021-02-19,26962,427
Hawaii,2021-02-18,26906,425
Hawaii,2021-02-17,26846,424
Hawaii,2021-02-16,26819,423
Hawaii,2021-02-15,26803,423
Hawaii,2021-02-14,26772,423
Hawaii,2021-02-13,26729,422
Hawaii,2021-02-12,26672,422
Hawaii,2021-02-11,26591,421
Hawaii,2021-02-10,26507,420
Hawaii,2021-02-09,26456,415
Hawaii,2021-02-08,26428,415
Hawaii,2021-02-07,26398,415
Hawaii,2021-02-06,26325,413
Hawaii,2021-02-05,26221,413
Hawaii,2021-02-04,26101,413
Hawaii,2021-02-03,26000,411
Hawaii,2021-02-02,25932,407
Hawaii,2021-02-01,25870,407
Hawaii,2021-01-31,25786,407
Hawaii,2021-01-30,25708,404
Hawaii,2021-01-29,25599,404
Hawaii,2021-01-28,25460,403
Hawaii,2021-01-27,25366,401
Hawaii,2021-01-26,25272,398
Hawaii,2021-01-25,25209,339
Hawaii,2021-01-24,25093,339
Hawaii,2021-01-23,24950,333
Hawaii,2021-01-22,24823,329
Hawaii,2021-01-21,24663,325
Hawaii,2021-01-20,24551,322
Hawaii,2021-01-19,24483,321
Hawaii,2021-01-18,24424,319
Hawaii,2021-01-17,24309,319
Hawaii,2021-01-16,24188,317
Hawaii,2021-01-15,24032,315
Hawaii,2021-01-14,23827,315
Hawaii,2021-01-13,23663,309
Hawaii,2021-01-12,23570,306
Hawaii,2021-01-11,23462,306
Hawaii,2021-01-10,23300,306
Hawaii,2021-01-09,23122,305
Hawaii,2021-01-08,22894,301
Hawaii,2021-01-07,22611,297
Hawaii,2021-01-06,22325,297
Hawaii,2021-01-05,22199,287
Hawaii,2021-01-04,22092,287
Hawaii,2021-01-03,22017,287
Hawaii,2021-01-02,21895,287
Hawaii,2021-01-01,21736,287
Hawaii,2020-12-31,21459,286
Hawaii,2020-12-30,21284,283
Hawaii,2020-12-29,21180,283
Hawaii,2020-12-28,21109,283
Hawaii,2020-12-27,21064,283
Hawaii,2020-12-26,20970,283
Hawaii,2020-12-25,20861,283
Hawaii,2020-12-24,20707,283
Hawaii,2020-12-23,20582,283
Hawaii,2020-12-22,20487,280
Hawaii,2020-12-21,20423,280
Hawaii,2020-12-20,20291,280
Hawaii,2020-12-19,20089,279
Hawaii,2020-12-18,19937,279
Hawaii,2020-12-17,19781,278
Hawaii,2020-12-16,19645,276
Hawaii,2020-12-15,19541,272
Hawaii,2020-12-14,19489,272
Hawaii,2020-12-13,19302,272
Hawaii,2020-12-12,19225,269
Hawaii,2020-12-11,19029,267
Hawaii,2020-12-10,18901,266
Hawaii,2020-12-09,18785,264
Hawaii,2020-12-08,18712,260
Hawaii,2020-12-07,18659,260
Hawaii,2020-12-06,18581,260
Hawaii,2020-12-05,18484,259
Hawaii,2020-12-04,18373,254
Hawaii,2020-12-03,18256,244
Hawaii,2020-12-02,18117,242
Hawaii,2020-12-01,18049,242
Hawaii,2020-11-30,18006,242
Hawaii,2020-11-29,17925,242
Hawaii,2020-11-28,17871,238
Hawaii,2020-11-27,17796,238
Hawaii,2020-11-26,17678,235
Hawaii,2020-11-25,17561,233
Hawaii,2020-11-24,17461,231
Hawaii,2020-11-23,17405,231
Hawaii,2020-11-22,17302,231
Hawaii,2020-11-21,17182,229
Hawaii,2020-11-20,17029,222
Hawaii,2020-11-19,16917,222
Hawaii,2020-11-18,16817,222
Hawaii,2020-11-17,16755,221
Hawaii,2020-11-16,16711,221
Hawaii,2020-11-15,16619,221
Hawaii,2020-11-14,16619,221
Hawaii,2020-11-13,16514,221
Hawaii,2020-11-12,16403,221
Hawaii,2020-11-11,16309,221
Hawaii,2020-11-10,16193,221
Hawaii,2020-11-09,16124,220
Hawaii,2020-11-08,16066,220
Hawaii,2020-11-07,15939,219
Hawaii,2020-11-06,15816,218
Hawaii,2020-11-05,15683,218
Hawaii,2020-11-04,15591,218
Hawaii,2020-11-03,15441,218
Hawaii,2020-11-02,15359,218
Hawaii,2020-11-01,15287,218
Hawaii,2020-10-31,15207,218
Hawaii,2020-10-30,15145,215
Hawaii,2020-10-29,15046,214
Hawaii,2020-10-28,14975,212
Hawaii,2020-10-27,14920,214
Hawaii,2020-10-26,14858,211
Hawaii,2020-10-25,14823,211
Hawaii,2020-10-24,14706,211
Hawaii,2020-10-23,14617,208
Hawaii,2020-10-22,14478,205
Hawaii,2020-10-21,14379,202
Hawaii,2020-10-20,14302,188
Hawaii,2020-10-19,14218,186
Hawaii,2020-10-18,14183,186
Hawaii,2020-10-17,14101,185
Hawaii,2020-10-16,14007,184
Hawaii,2020-10-15,13922,183
Hawaii,2020-10-14,13834,182
Hawaii,2020-10-13,13736,172
Hawaii,2020-10-12,13675,168
Hawaii,2020-10-11,13633,168
Hawaii,2020-10-10,13532,167
Hawaii,2020-10-09,13461,165
Hawaii,2020-10-08,13297,163
Hawaii,2020-10-07,13196,162
Hawaii,2020-10-06,13090,159
Hawaii,2020-10-05,13007,156
Hawaii,2020-10-04,12957,155
Hawaii,2020-10-03,12887,152
Hawaii,2020-10-02,12754,141
Hawaii,2020-10-01,12660,138
Hawaii,2020-09-30,12555,135
Hawaii,2020-09-29,12436,133
Hawaii,2020-09-28,12351,131
Hawaii,2020-09-27,12264,131
Hawaii,2020-09-26,12166,130
Hawaii,2020-09-25,12039,126
Hawaii,2020-09-24,11908,123
Hawaii,2020-09-23,11820,121
Hawaii,2020-09-22,11653,119
Hawaii,2020-09-21,11590,119
Hawaii,2020-09-20,11534,119
Hawaii,2020-09-19,11457,119
Hawaii,2020-09-18,11348,119
Hawaii,2020-09-17,11211,106
Hawaii,2020-09-16,11052,102
Hawaii,2020-09-15,10951,99
Hawaii,2020-09-14,10887,98
Hawaii,2020-09-13,10808,98
Hawaii,2020-09-12,10696,96
